url;full_id;osm_id;name2;name1;person:name;Napis_na_pomniku;Opis;Artysta;Powstanie;Nazwa;memorial
Brak;n9119529030;9119529030;;;;Brak;Tablica upamiętniająca poświęcenie przez Jana Pawła II kamienia węgielnego pod kościół Świętej Rodziny;Brak;Brak;Poświęcenie przez Jana Pawła II kamienia węgielnego;plaque
Brak;n9119529031;9119529031;;;;Brak;Tablica upamiętniająca miejsce zamieszkania Wacława Gieburowskiego, sławnego dyrygenta Poznańskiego Chóru Katedralnego;Katarzyna Stasińska (?);2002;Miejsce zamieszkania Wacława Gieburowskiego;plaque
Brak;n9119529032;9119529032;;;;Brak;Tablica upamiętniająca dom prof. dr Zygmunta Pietruszyńskiego i jego żony, który zgodnie z ich wolą został zamieniony w przedszkole;Brak;1991;Miejsce domu prof. dr Zygmunta Pietruszyńskiego;plaque
Brak;n9119529050;9119529050;;;;Brak;Brak;Brak;1968;Tablica poległych z VII Pułku Artylerii Ciężkiej;plaque
Brak;n9119529052;9119529052;;;;Brak;Tablica upamiętniająca miejsce pobytu Juliusza Słowackiego w 1848 roku;Brak;1998;Pobyt Juliusza Słowackiego;plaque
Brak;n9119924940;9119924940;;;;Brak;Tablica upamiętniające miejsce, w którym znajdowała się pierwsza Harcówka VII Hufca Harcerzy ZHP;Brak;1993;Miejsce pierwszej harcówki VII Hufca Harcerzy ZHP;plaque
Brak;n9119924941;9119924941;;;;Brak;Tablica upamiętniająca ucznia Romana Strzałkowskiego, który poległ podczas Powstania Poznańskiego Czerwca 1956r.;Brak;Brak;Roman Strzałkowski;plaque
Brak;n9119924942;9119924942;;;;"W nieistniejącym budynku ul. Szewska 6 w roku 1928 mieściła się siedziba Towarzystwa Oświaty Robotniczej ""Świt"" w roku 1929 przeniesiona na ul. Prądzyńskiego 41";Brak;Brak;Brak;"Miejsce siedziby Towarzystwa Oświaty Robotniczej ""Świt""";plaque
Brak;n9119924944;9119924944;;;;Brak;Tablica upamiętniająca ucznia Wiesława Kuźnickiego, który poległ podczas Wydarzeń Czerwcowych 1956r.;Brak;Brak;Wiesław Kuźnicki;plaque
Brak;n9119924945;9119924945;;;;Brak;Brak;Brak;Brak;Rudolf Modrzejewski;plaque
Brak;n9119924946;9119924946;;;;Brak;Brak;Brak;2013;Tablica Żydów poznańskich zamordowanych przez niemieckich okupantów;plaque
Brak;n9119924947;9119924947;;;;Brak;Brak;Brak;Brak;Miejsce urodzenia Stefana Stuligrosza;plaque
Brak;n9119924958;9119924958;;;;Brak;Tablica upamiętniająca poległych parafian w latach 1914-1920;Brak;Brak;Tablica poległych parafian 1914-1920;plaque
Brak;n9119924959;9119924959;;;;Brak;Tablica upamiętniająca ofiary II Wojny Światowej;Brak;Brak;Tablica ofiar II Wojny Światowej;plaque
Brak;n9119924961;9119924961;;;;Brak;Brak;Brak;Brak;Matka Boża;statue
Brak;n9119924963;9119924963;;;;Brak;Brak;Brak;1958;400-lecie Poczty Polskiej;plaque
Brak;n9119924988;9119924988;;;;Brak;Brak;Brak;2012;Wiktor Zbigniew Zdzisław;plaque
Brak;n9119924989;9119924989;;;;Brak;Brak;Józef Stasiński;1984;Paweł Edmund Strzelecki;plaque
Brak;n9119924990;9119924990;;;;Brak;Tablica upamiętniająca księcia Adama Czartoryskiego, który w roku 1915 powiększył fundusz Towarzystwa Przyjaciół Nauk oraz ułatwił jego rozwój;Brak;Brak;Adam Czartoryski;plaque
Brak;n9119924991;9119924991;;;;Brak;Tablica upamiętniająca Mielżyńskich Konstancji i Stefana HR. Korzbok Łąckich, którzy oddali budynek do korzystania przez Towarzystwo Przyjaciół Nauk;Brak;1917;Konstancja i Stefan hr. Korzbok Łąccy;plaque
Brak;n9120063246;9120063246;;;;Brak;Brak;Brak;Brak;Ks. Stanisław Staszic;plaque
Brak;n9120063247;9120063247;;;;Brak;Tablica upamiętniająca siedzibę arcybiskupiego seminarium duchowego w latach 1896-2003;Brak;Brak;Miejsce arcybiskupiego seminarium duchowego;plaque
Brak;n9120063248;9120063248;;;;Brak;Tablica upamiętniająca miejsce urodzenia olimpijskiej sprinterki Barbary Lerczak Janiszewskiej - Sobotty;Brak;2009;Miejsce urodzenia Barbary Janiszewskiej-Sobotty;plaque
Brak;n9120063249;9120063249;;;;Brak;Brak;Brak;1996;Harcówka Poznań-Winiary;plaque
Brak;n9120063250;9120063250;;;;Brak;Brak;Brak;2004;Ks. Walenty Szymański;plaque
Brak;n9120063251;9120063251;;;;Brak;Brak;Brak;Brak;Edward Taylor;plaque
Brak;n9120654796;9120654796;;;;Brak;Tablica ku czci zmarłych Powstańców Wielkopolskich ufundowana z okazji 10-lecia Towarzystwa Uczestników Powstania Wielkopolskiego;Brak;1933;Tablica Powstańców Wielkopolskich;plaque
Brak;n9120654799;9120654799;;;;Brak;Brak;Brak;Brak;Matka Boża z Lourdes;statue
Brak;n9120654800;9120654800;;;;Brak;Brak;Brak;Brak;Miejsce pierwszej siedziby Międzyzakładowego Komitetu Założycielskiego NSZZ Solidarność;plaque
Brak;n9120684350;9120684350;;;;Brak;Brak;Brak;Brak;Natalia Tułasiewiczówna;plaque
Brak;n9120684351;9120684351;;;;W domu tym w latach 1919-1927 skupiało się życie lewicy polskich klasowych związków zawodowych. Tutaj na przełomie 1920-1921 odbywały się pierwsze konspiracyjne posiedzenia Okręgowego Komitetu Komunistycznej Partii Robotniczej Polski na Poznań-Pomorze.;Brak;Edward Haupt;1958;Miejsce posiedzeń Okręgowego Komitetu KPRP;plaque
Brak;n9120684352;9120684352;;;;Brak;Brak;Brak;2008;Inż. Tadeusz Tański;plaque
Brak;n9120684354;9120684354;;;;Brak;Brak;Brak;Brak;Miejsce Fabryki Zeylanda;plaque
Brak;n9120684355;9120684355;;;;Z domu tego w latach 1941-1942 dr Franciszek Witaszek P.S. Warta dowodził Związkiem Odwetu Poznańskiego Okręgu Z.W.Z.;Brak;Jerzy Sobociński;1985;Miejsce dowodzenia Związkiem Odwetu Poznańskiego Okręgu ZWZ;plaque
Brak;n9120684357;9120684357;;;;Brak;Brak;Brak;Brak;Miejsce Hotelu Saskiego;plaque
Brak;n9120684358;9120684358;;;;Brak;Tablica upamiętniająca miejsce tajnego zebrania, na którym uchwalono powstanie Oddziału Marynarzy Powstańców dla walk o zjednoczenie ziem polskich;Brak;Brak;Miejsce uchwalenia powstania Oddziału Marynarzy Powstańców;plaque
Brak;n9120684359;9120684359;;;;Właścicielem, mieszkańcem i twórcą renesansowej przebudowy tej kamienicy, był J. B. Di Quadro z Lugano, działający w XVI wieku w Poznaniu, autor m.in. poznańskiego Ratusza.;Brak;Brak;1998;Jan Baptysta Di Quadro z Lugano;plaque
Brak;n9120684360;9120684360;;;;Brak;Brak;Brak;1984;Prof. Jan Sokołowski;plaque
Brak;n9120684361;9120684361;;;;Brak;Brak;Brak;1984;Prof. Felicjan Cieszkowski-Dembiński;plaque
Brak;n9120684362;9120684362;;;;Brak;Brak;Brak;Brak;Collegium im. Cieszkowskich;plaque
Brak;n9120684397;9120684397;;;;Brak;Brak;Brak;1520;Matka Boża z Dzieciątkiem;statue
Brak;n9120684398;9120684398;;;;Brak;Brak;Brak;Brak;Miejsce zamieszkania Łucji Danielewskiej;plaque
Brak;n9120684400;9120684400;;;;Brak;Brak;Brak;2013;Stanisław Mrowiński;plaque
Brak;n9120684401;9120684401;;;;Brak;Tablica upamiętniająca miejsce zamieszkania Romana Brandstaettera w latach 1960-1987;Brak;Brak;Miejsce zamieszkania Romana Brandstaettera;plaque
Brak;n9120867786;9120867786;;;;Brak;Brak;Brak;Brak;Janusz Korczak;plaque
Brak;n9120867787;9120867787;;;;Brak;Brak;Andrzej Biernacki;Brak;Ignacy Jan Paderewski;plaque
Brak;n9120867788;9120867788;;;;Brak;Tablica upamiętniająca bohaterskich żołnierzy XIV WLKP. D. P., poległych i zamordowanych w obronie Ojczyzny w latach 1918 - 1945;Mieczysław Chojnacki;1992;Tablica żołnierzy 14. Wielkopolskiej Dywizji Piechoty;plaque
Brak;n9120867789;9120867789;;;;Brak;Tablica informująca, że w tym budynku, w latach 1918-1919, mieściła się siedziba Dowództwa Głównego Powstania Wielkopolskiego;Marian Banasiewicz;1979;Miejsce siedziby Dowództwa Głównego Powstania Wielkopolskiego;plaque
Brak;n9120867790;9120867790;;;;Brak;Brak;Marian Banasiewicz;Brak;Ks. Piotr Wawrzyniak;plaque
Brak;n9121856246;9121856246;;;;Baszta narożna zewnętrznego pierścienia średniowiecznych obwarowań miejskich, rozebranych w ciągu XIX w. Ocalały fragment odsłonięty w 1947 r.;Brak;Brak;Brak;Baszta narożna;plaque
Brak;n9121856247;9121856247;;;;Brak;Brak;Brak;Brak;Pomnik Kombinatu Państwowych Gospodarstw Ogrodniczych;
https://pl.wikipedia.org/wiki/Pomnik Marii Grzegorzewskiej w Poznaniu;n9121991937;9121991937;;;;Brak;Brak;Brak;Brak;Maria Grzegorzewska;
https://pl.wikipedia.org/wiki/Pomnik Żołnierzy 2. Armii Wojska Polskiego w Poznaniu;n9121991945;9121991945;;;;Brak;Brak;Marcin Urbanek;2015;Pomnik Żołnierzy 2. Armii Wojska Polskiego;war_memorial
https://pl.wikipedia.org/wiki/Pomniki Jana Pawła II w Poznaniu#Pomnik przy kościele pw. NMP Matki Odkupiciela;n9121991950;9121991950;;;;Brak;Brak;Brak;2011;Jan Paweł II;statue
https://pl.wikipedia.org/wiki/Pomniki Jana Pawła II w Poznaniu#Pomnik w Kiekrzu;n9122013010;9122013010;;;;Otwórzcie drzwi Chrystusowi;Brak;Brak;2011;Jan Paweł II;statue
Brak;n9122212537;9122212537;;;;Brak;Brak;Brak;2007;O. Marian Żelazek;stone
Brak;n9122212538;9122212538;;;;Brak;Brak;Brak;Brak;180-lecie Szkoły Podstawowej;plaque
https://pl.wikipedia.org/wiki/Pomniki i głazy pamiątkowe Uniwersytetu Przyrodniczego w Poznaniu;n9122712917;9122712917;;;;Brak;Brak;Brak;2012;Tadeusz Chrząszcz;stone
Brak;n9122712918;9122712918;;;;Brak;Brak;Brak;2008;Prof. Ryszard Ganowicz;stone
Brak;n9122712919;9122712919;;;;Pomni chlubnych tradycji naszej uczelni w 80-lecie powstania składamy hołd jej twórcom i nauczycielom. Wychowankowie. Poznań 1.X.1999;Brak;Brak;1999;80-lecie Akademii Rolniczej w Poznaniu;plaque
https://pl.wikipedia.org/wiki/Pomniki i głazy pamiątkowe Uniwersytetu Przyrodniczego w Poznaniu;n9122712920;9122712920;;;;Brak;Brak;Brak;2004;Jan Wojciechowski;stone
https://pl.wikipedia.org/wiki/Pomniki i głazy pamiątkowe Uniwersytetu Przyrodniczego w Poznaniu;n9122712921;9122712921;;;;Brak;Brak;Brak;Brak;Jerzy Zwoliński;stone
https://pl.wikipedia.org/wiki/Pomnik Serca Jezusowego w Poznaniu (Piątkowo);n9122712924;9122712924;;;;Brak;Brak;Brak;Brak;Serce Jezusa;statue
https://pl.wikipedia.org/wiki/Ławeczka Michała Sobeskiego w Poznaniu;n9122712925;9122712925;;;;Brak;Brak;Grzegorz Godawa;2019;Ławka Michała Sobeskiego;bench
Brak;n9122712931;9122712931;;;;Brak;Brak;Brak;Brak;Tablice ofiar II Wojny Światowej;plaque
https://pl.wikipedia.org/wiki/Pomnik 600-lecia bitwy pod Grunwaldem w Poznaniu;n9122712932;9122712932;;;;Brak;Brak;Kazimierz Rafalik;2010;600-lecie bitwy pod Grunwaldem;stone
https://pl.wikipedia.org/wiki/Pomnik Karola Marcinkowskiego w Poznaniu (I LO);n9122712933;9122712933;;;;Brak;Brak;Wiesław Koronowski;2005;Karol Marcinkowski;
Brak;n9124791227;9124791227;;;;Brak;Brak;Brak;Brak;Gen. Dezydery Chłapowski;stone
Brak;n9124791229;9124791229;;;;Brak;Brak;Brak;Brak;Św. Maksymilian Kolbe;plaque
Brak;n9124791230;9124791230;Ks. Bogdan Podhalański;30. rocznica działalności duszpasterskiej proboszcza ks. kan. Stanisława Szymkowiaka;;Brak;2 tablice pamięci;Brak;Brak;Brak;plaque
Brak;n9124791231;9124791231;;;;Brak;Brak;Brak;Brak;Kamień z 1000-letniej Katedry;plaque
Brak;n9124791232;9124791232;;;;Brak;Brak;Brak;Brak;Matka Boża Królowa Świata;statue
Brak;n9124791235;9124791235;;;;Brak;Brak;Brak;Brak;Siostra zakonna;statue
Brak;n9124791236;9124791236;;;;Brak;Brak;Brak;Brak;Św. Józef;statue
Brak;n9124791238;9124791238;;;;Brak;Brak;Brak;1726;Ks. Wojciech Reuth;plaque
Brak;n9124791239;9124791239;;;;Brak;Tablica w języku łacińskim;Brak;Brak;Brak;plaque
Brak;n9124791240;9124791240;;;;8.11.1879-8.1.1940 / Ks. Kazimierz Szreybrowski kanonik Kapituły Metropolitalnej, proboszcz parafii archikatedralnej zamordowany przez hitlerowców w Forcie VII w Poznaniu;Brak;Brak;Brak;Ks. Kazimierz Szreybrowski;plaque
Brak;n9124866677;9124866677;;;;Brak;Brak;Brak;Brak;Jezus Chrystus Dobry Pasterz;statue
Brak;n9124884180;9124884180;;;;Brak;Brak;Brak;Brak;Klaudyna Potocka;plaque
Brak;n9125031504;9125031504;;;;Brak;Brak;Brak;1994;Kwatera żołnierzy Wehrmachtu;plaque
Brak;n9125031505;9125031505;;;;Rzekł Jezus: Słowa, które ja Wam mówię, duchem są i żywotem. / Par. Ewang.-Aug. Ew. Św. Jana VI.63;Brak;Brak;Brak;Jezus Chrystus;
Brak;n9125031508;9125031508;;;;Brak;Brak;Brak;Brak;Matka Boża;statue
Brak;n9125954186;9125954186;;;;Tu spoczywa w pięciu mogiłach 1008 Żydów - ofiar terroru hitlerowskiego zamordowanych i zmarłych w latach 1939-1945;Brak;Brak;Brak;Kwatera żydowska;plaque
Brak;n9127305417;9127305417;;;;Brak;Brak;Brak;Brak;Św. Antoni;statue
Brak;n9127646191;9127646191;;;;Matuchno broń nas;Brak;Brak;Brak;Matka Boża Królowa Świata;statue
Brak;n9127717927;9127717927;;;;Brak;Brak;Brak;Brak;Matka Boża;statue
Brak;n9141673836;9141673836;;;;Brak;Brak;Brak;Brak;Matka Boża;statue
Brak;n9144601143;9144601143;;;;Brak;Brak;Brak;Brak;Jezus Chrystus;statue
Brak;n9171490652;9171490652;;;;Brak;Brak;Brak;Brak;Św. Józef;statue
Brak;n9171496155;9171496155;;;;Brak;Brak;Brak;Brak;Matka Boża;statue
Brak;n9176249150;9176249150;;;;Pobogosław, Panie naszej polskiej ziemi;Brak;Brak;2016;Najświętsze Serce Pana Jezusa;statue
Brak;n9176249151;9176249151;;;;Brak;Brak;Brak;Brak;Św. Jan Chrzciciel;statue
Brak;n9176249216;9176249216;;;;Brak;Brak;Brak;Brak;Anioł Stróż;statue
Brak;n9192500461;9192500461;;;;Brak;Obelisk symbolicznie przedstawiający dzieje Kolegiaty św. Marii Magdaleny od jej powstania poprzez kolejne rozbudowy, destrukcje, aż do ostatecznej rozbiórki kościoła.;Piotr Wełniak;2021;Zegar Historii;
Brak;n9195012989;9195012989;;;;Brak;Brak;Brak;Brak;Roman Strzałkowski;plaque
Brak;n9195495733;9195495733;;;;Brak;Brak;Brak;Brak;Matka Boża;statue
Brak;n9195495737;9195495737;;;;Brak;Brak;Brak;Brak;Serce Jezusa;statue
Brak;n9199099568;9199099568;;;;Brak;Brak;Brak;2017;Poświęcenie kościoła;plaque
Brak;n9205285564;9205285564;;;;Pawilon wystawowy zwany halą recepcyjną lub westybulem zbudowany na Powszechną Wystawę Krajową w 1929 roku. Ciekawy przykład klasycyzmu akademickiego. Projekt wykonał Roger Sławski (1871-1963), wybitny twórca i ówczesny naczelny architekt Powszechnej...;Brak;Brak;Brak;Hala recepcyjna;plaque
Brak;n9208353345;9208353345;;;;Brak;Brak;Brak;Brak;Dąb Ignacy Jan;stone
Brak;n9229606688;9229606688;;;;Mury miejskie. City wall 1253-1793;Brak;Brak;Brak;Mury miejskie;plaque
Brak;n9229606689;9229606689;;;;Mury miejskie. City wall 1253-1793;Brak;Brak;Brak;Mury miejskie;plaque
Brak;n9229606691;9229606691;;;;Mury miejskie. City wall 1253-1793;Brak;Brak;Brak;Mury miejskie;plaque
Brak;n9229606703;9229606703;;;;Mury miejskie. City wall 1253-1793;Brak;Brak;Brak;Mury miejskie;plaque
Brak;n9229606704;9229606704;;;;Mury miejskie. City wall 1253-1793;Brak;Brak;Brak;Mury miejskie;plaque
Brak;n9229606705;9229606705;;;;Mury miejskie. City wall 1253-1793;Brak;Brak;Brak;Mury miejskie;plaque
Brak;n9229649184;9229649184;;;;Mury miejskie. City wall 1253-1793;Brak;Brak;Brak;Mury miejskie;plaque
Brak;n9229649185;9229649185;;;;Mury miejskie. City wall 1253-1793;Brak;Brak;Brak;Mury miejskie;plaque
Brak;n9229935519;9229935519;;;;Brak;Brak;Brak;Brak;Serce Jezusa;statue
Brak;n9230304308;9230304308;;;;Brak;Brak;Brak;Brak;Ks. Piotr Wawrzyniak;
Brak;n9230691027;9230691027;;;;"Przedszkole nr 98 ""Słoneczko"" ufundowane ze środków społecznych SFBSiI w 1968 r.";Brak;Brak;Brak;"Przedszkole nr 98 ""Słoneczko""";plaque
Brak;n9230691047;9230691047;;;;Brak;Brak;Brak;Brak;Matka Boża;statue
Brak;n9230926530;9230926530;;;;W tym gmachu do roku 1939 mieściło się państwowe gimnazjum matematyczno-przyrodnicze im. Bergera;Brak;Brak;1978;Miejsce państwowego gimnazjum im. Gotthilfa Bergera;plaque
Brak;n9238618673;9238618673;;;;Brak;Brak;Brak;Brak;Tablica nauczycieli i młodzieży - uczestników tajnego nauczania;plaque
Brak;n9238618674;9238618674;;;;Brak;Brak;Brak;Brak;Tablica żołnierzy okręgu poznańskiego Armii Krajowej;plaque
Brak;n9238618675;9238618675;;;;Brak;Brak;Brak;2008;Tablica wielkopolskich ofiar reżimu komunistycznego;plaque
Brak;n9238618676;9238618676;;;;Brak;Brak;Brak;2007;Tablica nieugiętych Wielkopolan walczących o niepodległość Polski;plaque
Brak;n9238618677;9238618677;;;;Brak;Brak;Brak;Brak;Tablica poległych harcerek i harcerzy chorągwi wielkopolskich;plaque
Brak;n9238618678;9238618678;;;;Brak;Brak;Brak;2009;Gen. Władysław Anders;plaque
Brak;n9238618679;9238618679;;;;Brak;Brak;Brak;2007;Tablica komendantów sił zbrojnych Polskiego Państwa Podziemnego i żołnierzy Armii Krajowej;plaque
Brak;n9238618680;9238618680;;;;Brak;Brak;Brak;Brak;Tablica wskrzesicieli idei powrotu państwa polskiego na piastowskie ziemie macierzyste i uczonych środowiska poznańskiego którzy rozwinęli myśl zachodnią;plaque
Brak;n9238618681;9238618681;;;;Brak;Brak;Brak;Brak;"Tablica zamordowanych i zmarłych działaczy organizacji Ojczyzna ""Omega""";plaque
Brak;n9238618682;9238618682;;;;Brak;Brak;Brak;Brak;Tablica organizatorów podziemnego państwa polskiego na Ziemiach Zachodnich;plaque
Brak;n9238618684;9238618684;;;;Pamięci tysięcy Polaków, którzy służąc ojczyźnie ponieśli śmierć męczeńską w Ponarach k. Wilna w latach 1941-1944;Brak;Brak;2001;Tablica ofiar zbrodni w Ponarach k. Wilna;plaque
Brak;n9238618685;9238618685;;;;Brak;Brak;Brak;Brak;Maciej Frankiewicz;plaque
Brak;n9238618686;9238618686;;;;Brak;Brak;Brak;Brak;Roman Brandstaetter;plaque
Brak;n9238618687;9238618687;;;;Brak;Brak;Brak;Brak;Kazimiera Iłłakowiczówna;plaque
Brak;n9238618688;9238618688;;;;Brak;Brak;Brak;Brak;Tablice poległych, zamęczonych i zmarłych członków poznańskich korporacji akademickich;plaque
Brak;n9238618689;9238618689;;;;Brak;Brak;Brak;Brak;Zygmunt Szweykowski;plaque
Brak;n9238618690;9238618690;;;;Brak;Brak;Brak;Brak;Mikołaj Rudnicki;plaque
Brak;n9238618691;9238618691;;;;Brak;Brak;Brak;2006;Tablica ofiar stanu wojennego;plaque
Brak;n9238618692;9238618692;;;;Brak;Brak;Brak;Brak;Brygida Kurbis;plaque
Brak;n9238618693;9238618693;;;;Pamięci naszych rodaków wymordowanych na Wołyniu i w Małopolsce Wschodniej przez nacjonalistów ukraińskich w latach 1943-1947. Towarzystwo Miłośników Lwowa i Kresów Południowo-Wschodnich w Poznaniu.;Brak;Brak;2013;Tablica ofiar zbrodni na Wołyniu i w Małopolsce Wschodniej;plaque
Brak;n9238618695;9238618695;;;;Brak;Brak;Brak;2017;Tablica rodaków prześladowanych i eksterminowanych w Rosji sowieckiej;plaque
Brak;n9238658540;9238658540;;;;Brak;Brak;Józef Stasiński;1985;Prof. Józef Kostrzewski;plaque
Brak;n9238658541;9238658541;;;;Brak;Brak;Brak;Brak;Jan III Sobieski;plaque
Brak;n9238847787;9238847787;;;;Brak;Brak;Brak;2012;Ppłk. Łukasz Ciepliński;plaque
Brak;n9238847788;9238847788;;;;Brak;Brak;Brak;2012;Rtm. Witold Pilecki;plaque
Brak;n9238847789;9238847789;;;;Brak;Brak;Brak;2005;Stanisław Kasznica i Lech Neyman;plaque
Brak;n9239047321;9239047321;;;;Osiedle studenckie im-12-Kwietnia dla upamietnienia pierwszego lotu człowieka obywatela Z.S.R.R. w kosmos dokonanego 12-IV-1961. Mieszkancy osiedla;Brak;Brak;1962;Pierwszy lot człowieka w kosmos;plaque
Brak;n9239047336;9239047336;;;;Brak;Brak;Brak;Brak;Miejsce spoczynku nieznanych ofiar terroru hitlerowskiego;stele
Brak;n9239047337;9239047337;;;;Brak;Brak;Brak;Brak;Pomnik nagrobny działaczy Związku Odwetu ZWZ Miasta Poznania straconych przez hitlerowców;
Brak;n9239047338;9239047338;;;;Brak;Brak;Brak;Brak;"Pomnik nagrobny ""Obóz karny w Żabikowie""";
Brak;n9239047339;9239047339;;;;Brak;Brak;Brak;Brak;"Pomnik nagrobny ""Poznańskie więzienie przy ul. Młyńskiej""";
Brak;n9239047340;9239047340;;;;Brak;Brak;Brak;Brak;"Pomnik nagrobny ""Siedziba Gestapo i Fort VII""";
Brak;n9239047341;9239047341;;;;Brak;Brak;Brak;Brak;"Pomnik nagrobny ""Polska się o Was upomniała""";
Brak;n9239047342;9239047342;;;;Brak;Brak;Brak;Brak;"Pomnik nagrobny ""Lasy roznowskie i palędzkie""";
Brak;n9239047343;9239047343;;;;Brak;Brak;Brak;Brak;"Pomnik nagrobny ""1939-45""";
Brak;n9239047344;9239047344;;;;Brak;Brak;Brak;Brak;Kazamaty Fortu Winiary;plaque
Brak;n9239047357;9239047357;;;;Brak;Brak;Brak;Brak;Miejsce spoczynku Józefa Kramarkiewicza;plaque
Brak;n9239047358;9239047358;;;;Brak;Brak;Brak;Brak;Tablica bohaterów Armii Krajowej Okręgów Wileńskiego i Nowogrodzkiego;plaque
Brak;n9239047359;9239047359;;;;Brak;Brak;Brak;Brak;"Płk. Henryk Kowalówka ""Zrąb""";plaque
Brak;n9239047360;9239047360;;;;Brak;Brak;Brak;Brak;Dr. med. Antoni S. Jurasz i Antoni T. Jurasz;plaque
Brak;n9239047363;9239047363;;;;Brak;Brak;Brak;2000;Ks. kan. dr Czesław Piotrowski;plaque
Brak;n9239047364;9239047364;;;;Brak;Brak;Brak;Brak;Ks. kan. Hieronim Lewandowski;plaque
Brak;n9239047365;9239047365;;;;Brak;Brak;Brak;1898;Emilia Sczaniecka;plaque
Brak;n9239047366;9239047366;;;;Brak;Brak;Brak;Brak;Dr Franciszek Chłapowski;plaque
Brak;n9239047367;9239047367;;;;Brak;Brak;Brak;Brak;Wanda z hr. Kwileckich Władysławowa Niegolewska;plaque
Brak;n9239047368;9239047368;;;;Brak;Brak;Brak;Brak;Aniela Tułodziecka;plaque
Brak;n9239047369;9239047369;;;;Brak;Brak;Brak;Brak;Ks. Leon Laskowski;plaque
Brak;n9239047371;9239047371;;;;Brak;Brak;Brak;1860;Karol Marcinkowski;plaque
Brak;n9239047372;9239047372;;;;Brak;Brak;Brak;Brak;Maria Swinarska;plaque
Brak;n9239047373;9239047373;;;;Brak;Brak;Brak;1983;Dr. Konstancja Swinarska;plaque
Brak;n9240109262;9240109262;;;;Brak;Brak;Brak;Brak;Kaplica Matki Bożej Fatimskiej;plaque
Brak;n9240109263;9240109263;;;;Brak;Brak;Brak;Brak;Teskt przyrzeczenia Matce Bożej Królowej Polski;plaque
Brak;n9243915179;9243915179;;;;Brak;Brak;Brak;Brak;Szkoła-pomnik 1000-lecia;plaque
Brak;n9256652755;9256652755;;;;9111;Brak;Brak;Brak;MiG-21;aircraft
Brak;n9270328969;9270328969;;;;Mury miejskie. City wall 1253-1793;Brak;Brak;Brak;Mury miejskie;plaque
Brak;n9274960746;9274960746;;;;Brak;Brak;Brak;Brak;Miejsce pracy ks. dra Czesława Białka;plaque
Brak;n9274960748;9274960748;;;;Mury miejskie. City wall 1253-1793;Brak;Brak;Brak;Mury miejskie;plaque
Brak;n9275183193;9275183193;;;;Brak;Brak;Brak;Brak;Historia budynków;plaque
Brak;n9275183195;9275183195;;;;Brak;Brak;Brak;Brak;Tablica poległych i zmarłych członków Towarzystwa Powstańców i Wojaków im. Franciszka Ratajczaka;plaque
Brak;n9275183196;9275183196;;;;Brak;Brak;Brak;2008;Hipolit Cegielski;plaque
Brak;n9275183197;9275183197;;;;Brak;Tablica w języku łacińskim;Brak;Brak;Brak;plaque
Brak;n9275183198;9275183198;;;;Brak;Brak;Brak;2009;Leopold Węgrzynowicz;plaque
Brak;n9275183199;9275183199;;;;Olga Sławska-Lipczyńska / 1915-1991 / Taniec był radością i pasją jej życia;Brak;Brak;Brak;Olga Sławska-Lipczyńska;plaque
Brak;n9275183200;9275183200;;;;Dawna Szkoła Jezuicka zbudowana w końcu XVIIw., rozbudowana wokół dziedzińca w 2 ćw. XVIIIw. Mieściła się tu pierwsza w Poznaniu Sala Teatralna, 1919-1939 Szkoła sztuk zdobniczych, 1945 zniszczona, 1954-1957 odbudowana.;Brak;Brak;1960;Historia budynku;plaque
Brak;n9275183201;9275183201;;;;Brak;Brak;Brak;1981;540. rocznica założenie Cechu Ślusarzy i Rzemiosł Pokrewnych w Poznaniu;plaque
Brak;n9275183202;9275183202;;;;Brak;Brak;Brak;Brak;Odwach;plaque
Brak;n9275191521;9275191521;;;;Mur obwodowy XVI w.;Brak;Brak;Brak;Mur obwodowy;plaque
Brak;n9275191522;9275191522;;;;Wieża strażnicza z murem obwodowym XIII w.;Brak;Brak;Brak;Wieża strażnicza;plaque
Brak;n9275292157;9275292157;;;;Brak;Brak;Brak;Brak;Historia kościoła;plaque
Brak;n9275292158;9275292158;;;;Brak;Brak;Brak;Brak;Pomnik i dzwon;plaque
Brak;n9275292162;9275292162;;;;Brak;Brak;Brak;Brak;Magnolia Dwóch Dekad;stone
Brak;n9275292163;9275292163;;;;Brak;Pomnik poległych, zamordowanych i zaginionych na Wschodzie w latach 1939-1945;Brak;2009;Pomnik poległych, zamordowanych i zaginionych na Wschodzie;
Brak;n9340409250;9340409250;;;;Brak;Brak;Brak;Brak;Dawny słup trolejbusowy - pomnik;
Brak;n9344468755;9344468755;;;;Brak;Brak;Brak;Brak;Roman Maciejewski;bust
Brak;n9565902671;9565902671;;;;Szkoła nr 104. Pomnik tysiąc-lecia Państwa Polskiego im. Juliana Marchlewskiego ufundowana przez Centralną Radę Związków Zawodowych i społeczeństwo Poznania;Brak;Brak;Brak;Szkoła-pomnik 1000-lecia;plaque
Brak;n9565902690;9565902690;;;;Wieczna chwała bohaterom walk o wyzwolenie miatsta Poznania. W tym miejscu 4 lutego 1945 oddał swe młode życie w walce z hitlerowskim najeźdźcą 19-letni Mikołaj Usolcew, oficer Armii Radzieckiej. W X rocznicę wyzwolenia miasta - młodzież Poznania.;Brak;Brak;1955;Mikołaj Usolcew;plaque
